probe,group_kind,group,n,pct_reads_mean,pct_reads_min,pct_reads_max,n_layers,band_lo,band_hi,ref_tpr_mean,ref_fpr_mean,gap_position_mean
story_v2_1k,category,Sexual/Adult content,37,22.501571338780646,0.0,94.5945945945946,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,family,fiction_narrative,472,79.2323610563658,0.0,99.57627118644068,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,family,fiction_narrative,472,32.76507686243595,0.0,99.78813559322033,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,family,fiction_narrative,472,89.65313362238864,0.0,97.45762711864407,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,family,fiction_narrative,472,32.661608198659835,0.0,99.15254237288136,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,family,hybrid,153,76.22739018087854,0.0,99.34640522875817,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,family,hybrid,153,52.19638242894057,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,family,hybrid,153,80.02735978112177,0.0,99.34640522875817,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,family,hybrid,153,26.219790241678062,0.0,100.0,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,family,nonfiction_other,78,66.159809183065,0.0,94.87179487179488,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,family,nonfiction_other,78,60.58437686344662,0.0,93.58974358974359,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,family,nonfiction_other,78,54.50208706022661,0.0,79.48717948717949,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,family,nonfiction_other,78,4.651162790697675,0.0,58.97435897435897,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,family,roleplay_persona,306,71.21903024775801,0.0,95.7516339869281,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,family,roleplay_persona,306,56.88554491564067,0.0,99.67320261437908,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,family,roleplay_persona,306,70.29943760449918,0.0,94.44444444444444,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,family,roleplay_persona,306,13.672290621675025,0.0,96.73202614379085,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,source,deep_inception,57,79.9265605875153,0.0,100.0,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,source,deep_inception,57,25.58139534883721,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,source,deep_inception,57,94.57364341085272,0.0,100.0,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,source,deep_inception,57,27.090983272133823,0.0,100.0,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,source,in_the_wild,400,72.55232558139535,0.0,98.75,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,source,in_the_wild,400,63.22093023255814,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,source,in_the_wild,400,70.25,0.0,94.75,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,source,in_the_wild,400,17.197674418604652,0.0,98.5,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,source,jailbreak_mimicry,300,82.45736434108527,0.0,100.0,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,source,jailbreak_mimicry,300,25.155038759689912,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,source,jailbreak_mimicry,300,94.4186046511628,0.0,100.0,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,source,jailbreak_mimicry,300,38.08527131782946,0.0,99.33333333333333,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,source,jbb_jbc,32,79.36046511627907,0.0,100.0,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,source,jbb_jbc,32,35.31976744186046,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,source,jbb_jbc,32,84.66569767441861,0.0,100.0,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,source,jbb_jbc,32,26.74418604651163,0.0,100.0,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,source,jbb_pair,84,56.699889258028804,0.0,89.28571428571429,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,source,jbb_pair,84,50.775193798449614,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,source,jbb_pair,84,78.6544850498339,0.0,100.0,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,source,jbb_pair,84,23.726467331118496,0.0,90.47619047619048,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,source,strongreject,136,76.45348837209302,0.0,100.0,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,source,strongreject,136,43.348153214774285,0.0,97.05882352941177,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,source,strongreject,136,67.57865937072502,0.0,94.8529411764706,43,0,42,0.805767441860465,0.14439534883720928,nan
