layer,depth,lopo_auroc,lopo_ci_lo,mean_paired_cos,cohens_dz_train,null_shuffled_auroc,null_random_dir_abs,min_pair_margin_sd,median_pair_margin_sd,norm_over_sigma,lopo_auroc_task_harmful,lopo_auroc_task_benign,heldout_auroc,heldout_ci_lo,cohens_dz_heldout,acc_at_train_thr
24,0.375,1.0,0.9953995154792554,0.5698913465698202,2.553177584405292,0.49106249999999985,0.7045000000000001,0.17774520814418793,1.8235949277877808,0.1437453180551529,1.0,1.0,1.0,0.9817246596448641,3.240444983094694,0.975
25,0.3906,1.0,0.9953995154792554,0.5586443655869379,2.652308752412787,0.495,0.6856250000000002,0.1890345960855484,1.82534658908844,0.14951933920383453,1.0,1.0,1.0,0.9817246596448641,3.472238085624723,0.985
26,0.4062,1.0,0.9953995154792554,0.5461951642506118,2.7061870364556606,0.5041875000000001,0.6849375,0.1716679036617279,1.8338996171951294,0.1509980708360672,1.0,1.0,1.0,0.9817246596448641,3.5496241774601183,0.985
27,0.4219,1.0,0.9953995154792554,0.5372826127796578,2.695460818176899,0.4998125,0.6890625,0.26272517442703247,1.831533670425415,0.14658355712890625,1.0,1.0,1.0,0.9817246596448641,3.56185690364558,0.9875
28,0.4375,1.0,0.9953995154792554,0.53445774518632,2.734370846773111,0.5115625,0.7266875,0.35100096464157104,1.8210482597351074,0.1489301174879074,1.0,1.0,1.0,0.9817246596448641,3.5061799002978575,0.9925
29,0.4531,1.0,0.9953995154792554,0.5575161726664511,2.923697781213551,0.5028750000000001,0.7271249999999999,0.28993213176727295,1.8137595653533936,0.18427759408950806,1.0,1.0,1.0,0.9817246596448641,3.2754730391412634,0.99
30,0.4688,1.0,0.9953995154792554,0.5480808796573252,2.9036836126077206,0.49412500000000004,0.6301875,0.27532777190208435,1.7841670513153076,0.1865749955177307,1.0,1.0,1.0,0.9817246596448641,3.0914760716792684,0.9875
31,0.4844,1.0,0.9953995154792554,0.5353557545198214,2.8826520779210965,0.49643750000000003,0.669875,0.28357744216918945,1.7634050846099854,0.19416064023971558,1.0,1.0,1.0,0.9817246596448641,3.0727738657534065,0.9875
32,0.5,1.0,0.9953995154792554,0.5244393040295434,2.8375720063087497,0.49474999999999997,0.67725,0.21968773007392883,1.7740561962127686,0.1995525062084198,1.0,1.0,1.0,0.9817246596448641,2.895165494153486,0.985
33,0.5156,1.0,0.9953995154792554,0.5188671590880882,2.8870122488716,0.49318750000000006,0.680125,0.15567271411418915,1.7537797689437866,0.19753484427928925,1.0,1.0,1.0,0.9817246596448641,2.836301026671599,0.97
34,0.5312,1.0,0.9953995154792554,0.5045711596178899,2.9092901671650893,0.49749999999999994,0.6765000000000001,0.09809734672307968,1.6884219646453857,0.1979372352361679,1.0,1.0,1.0,0.9817246596448641,2.7303831680143764,0.94
35,0.5469,1.0,0.9953995154792554,0.4841257401840762,2.8168629513851866,0.49562499999999987,0.6578125,0.14912185072898865,1.6812546253204346,0.18432754278182983,1.0,1.0,1.0,0.9817246596448641,2.7163122392385843,0.93
36,0.5625,1.0,0.9953995154792554,0.4639443219599075,2.6813421251004463,0.502375,0.6585,0.18255245685577393,1.6177631616592407,0.18516939878463745,1.0,1.0,1.0,0.9817246596448641,2.631092843419962,0.8975
37,0.5781,1.0,0.9953995154792554,0.449181706676834,2.5995327138012705,0.49987499999999996,0.6285625,0.11613880097866058,1.5741883516311646,0.18406210839748383,1.0,1.0,1.0,0.9817246596448641,2.469406713513214,0.865
38,0.5938,1.0,0.9953995154792554,0.4393399917882154,2.643391808227293,0.49700000000000005,0.6607500000000001,0.10625800490379333,1.5811697244644165,0.1801142394542694,1.0,1.0,1.0,0.9817246596448641,2.4864332628903645,0.865
39,0.6094,1.0,0.9953995154792554,0.43367319355595413,2.641910240669683,0.49006250000000007,0.597625,0.14706407487392426,1.5806597471237183,0.1655443012714386,1.0,1.0,1.0,0.9817246596448641,2.597356503411788,0.865
40,0.625,1.0,0.9953995154792554,0.4276247199167154,2.515479286545907,0.5045624999999999,0.6544375,0.11577259004116058,1.541355848312378,0.15397247672080994,1.0,1.0,1.0,0.9817246596448641,2.4640642466708695,0.8575
41,0.6406,1.0,0.9953995154792554,0.4222592664004627,2.431209338523138,0.5100625,0.6236250000000001,0.0793236494064331,1.4354617595672607,0.1478700041770935,1.0,1.0,1.0,0.9817246596448641,2.320329211642079,0.81
42,0.6562,1.0,0.9953995154792554,0.41164417650959934,2.2831555709643596,0.4996250000000001,0.6173750000000001,0.05937330052256584,1.2931843996047974,0.13964837789535522,1.0,1.0,1.0,0.9817246596448641,2.13360838989198,0.775
43,0.6719,1.0,0.9953995154792554,0.40352241375668396,2.1881599611895526,0.4995,0.604125,0.019599784165620804,1.2293974161148071,0.13944295048713684,1.0,1.0,0.995,0.9724581015427949,2.0658751544760783,0.7575
44,0.6875,1.0,0.9953995154792554,0.4005090912350671,2.2634510699165498,0.49350000000000005,0.6100625,0.02659398876130581,1.310705542564392,0.13200248777866364,1.0,1.0,1.0,0.9817246596448641,2.219744695465496,0.7975
45,0.7031,0.99875,0.9930553128676283,0.4056332543907659,2.2598619575802195,0.49837499999999996,0.6471250000000001,-0.012881794013082981,1.312673568725586,0.13843122124671936,1.0,0.9975,0.995,0.9724581015427949,2.3109090685488707,0.7925
46,0.7188,1.0,0.9953995154792554,0.4098407341888165,2.179733747526514,0.4795000000000001,0.6446875000000001,0.024746235460042953,1.3112486600875854,0.1380871832370758,1.0,1.0,1.0,0.9817246596448641,2.2913166137185432,0.7825
47,0.7344,1.0,0.9953995154792554,0.42149578166129315,2.0918344241715814,0.49750000000000005,0.6418124999999999,0.07462786138057709,1.3660751581192017,0.14849060773849487,1.0,1.0,1.0,0.9817246596448641,2.1896280769339636,0.815
48,0.75,1.0,0.9953995154792554,0.42582191572164746,1.9537268494800928,0.492375,0.6245,0.01730284094810486,1.3646496534347534,0.15828824043273926,1.0,1.0,1.0,0.9817246596448641,2.0358041696008002,0.8175
49,0.7656,0.99875,0.9930553128676283,0.4232920525899027,1.8488752440919705,0.4960000000000001,0.6345000000000001,-0.05175086110830307,1.3159899711608887,0.16243363916873932,0.9975,1.0,1.0,0.9817246596448641,1.9297441225380771,0.8025
50,0.7812,0.99625,0.9890803491202564,0.42108272838799754,1.8096341109180423,0.48981249999999993,0.6298125000000001,-0.12656323611736298,1.2957910299301147,0.16542541980743408,0.9925,1.0,1.0,0.9817246596448641,1.8692496302163863,0.8025
51,0.7969,0.9925,0.983747593946152,0.41606109312693573,1.7505571014426817,0.49987499999999996,0.6123125,-0.1951533555984497,1.2770451307296753,0.1648470014333725,0.9925,0.9925,1.0,0.9817246596448641,1.798010400995125,0.805
52,0.8125,0.9925,0.983747593946152,0.4135468105156683,1.7125223860611603,0.5025000000000001,0.6416875,-0.2937851846218109,1.2585855722427368,0.16397163271903992,0.9925,0.9925,1.0,0.9817246596448641,1.7615956716187875,0.805
53,0.8281,0.99375,0.9854752894041039,0.4143076675063469,1.722197383023855,0.49775,0.6329374999999999,-0.26430749893188477,1.2562496662139893,0.16541612148284912,0.9925,0.995,1.0,0.9817246596448641,1.7747665112881204,0.8175
54,0.8438,0.99375,0.9854752894041039,0.4133623760074516,1.6746280166519116,0.5125,0.6295625,-0.3358830511569977,1.2269105911254883,0.15840181708335876,0.9925,0.995,1.0,0.9817246596448641,1.7384862736995343,0.8175
55,0.8594,0.99375,0.9854752894041039,0.40925150505443925,1.6441784408021147,0.5028750000000001,0.61925,-0.3687570095062256,1.2036055326461792,0.1576145738363266,0.9925,0.995,1.0,0.9817246596448641,1.7113748042133305,0.8125
56,0.875,0.99375,0.9854752894041039,0.4076771660697478,1.639152804370127,0.5046875,0.627625,-0.4318203032016754,1.2085187435150146,0.15775151550769806,0.9925,0.995,1.0,0.9817246596448641,1.702621076459562,0.8175
57,0.8906,0.99375,0.9854752894041039,0.3993123890717861,1.6196950343095398,0.5026875000000001,0.6191875,-0.4659176766872406,1.1995655298233032,0.15202029049396515,0.9925,0.995,1.0,0.9817246596448641,1.6923550041602866,0.8225
58,0.9062,0.99375,0.9854752894041039,0.3959270074032934,1.6077802510872763,0.5034375,0.6644375,-0.48478788137435913,1.2014881372451782,0.1489519476890564,0.9925,0.995,1.0,0.9817246596448641,1.681761521907934,0.8225
59,0.9219,0.99125,0.9820552005928282,0.3906071929453562,1.580199158767653,0.5019375,0.63425,-0.5876484513282776,1.1773401498794556,0.14635513722896576,0.9925,0.99,0.995,0.9724581015427949,1.6566636681132971,0.82
60,0.9375,0.99125,0.9820552005928282,0.3805351352341518,1.566200899168041,0.497375,0.6061249999999998,-0.6292762756347656,1.1826634407043457,0.14206993579864502,0.99,0.9925,0.995,0.9724581015427949,1.6516196234739484,0.8175
61,0.9531,0.99,0.9803915268207586,0.3808389830780058,1.5561104901679612,0.49068749999999994,0.6131875,-0.6593864560127258,1.1891010999679565,0.14249931275844574,0.9925,0.9875,0.995,0.9724581015427949,1.6382015626120605,0.82
62,0.9688,0.98875,0.97875182327426,0.37668123920177476,1.5339273468616808,0.5030625000000001,0.6571875,-0.6468697190284729,1.1641007661819458,0.12929880619049072,0.9925,0.985,0.99,0.9643453316027606,1.6065272766105725,0.82
63,0.9844,0.9925,0.983747593946152,0.3701997589974893,1.5231080000669641,0.4983124999999998,0.6291875,-0.5783984065055847,1.17561674118042,0.1070958748459816,0.9975,0.9875,0.99,0.9643453316027606,1.5834772914459312,0.815
64,1.0,0.98125,0.9692630499191479,0.36605174740483304,1.3881012526249727,0.4993125,0.5999375,-0.49750834703445435,1.037192463874817,0.1341722011566162,0.9975,0.965,0.995,0.9724581015427949,1.4406485458804659,0.7975
