probe,axis,layer,depth,null_folded,null_dz_folded,cos_probe_axis,cell_type,auroc,wins,ties,n,auroc_folded,cohens_dz,cohens_dz_folded,delta_excluded,excess_over_null,excess_dz_over_null,auroc_sd,n_draws,axis_mean_paired_cos
eval_v2,eval_v2,10,0.2381,0.5707,0.18804612796107417,1.0000000000000002,diag_heldout,1.0,200,0,200,1.0,1.6911266032730927,1.6911266032730927,,0.4293,1.5030804753120186,,,
eval_v2,eval_v2,11,0.2619,0.5859000000000001,0.2049839458024882,0.9999999999999999,diag_heldout,1.0,200,0,200,1.0,1.7773056973113497,1.7773056973113497,,0.4140999999999999,1.5723217515088614,,,
eval_v2,eval_v2,12,0.2857,0.60075,0.24682686257975828,0.9999999999999999,diag_heldout,1.0,200,0,200,1.0,1.77638900773209,1.77638900773209,,0.39925,1.5295621451523318,,,
eval_v2,eval_v2,13,0.3095,0.59705,0.23883335137223835,0.9999999999999999,diag_heldout,1.0,200,0,200,1.0,1.6938000215784952,1.6938000215784952,,0.40295000000000003,1.454966670206257,,,
eval_v2,eval_v2,14,0.3333,0.5740000000000001,0.18528549884462792,0.9999999999999999,diag_heldout,0.99,198,0,200,0.99,1.5662799526473727,1.5662799526473727,,0.4159999999999999,1.3809944538027448,,,
eval_v2,eval_v2,15,0.3571,0.5985,0.2396572249475511,0.9999999999999999,diag_heldout,1.0,200,0,200,1.0,1.7605142819097213,1.7605142819097213,,0.40149999999999997,1.5208570569621702,,,
eval_v2,eval_v2,16,0.381,0.6003499999999999,0.2367878066842489,1.0,diag_heldout,1.0,200,0,200,1.0,1.7204157746040774,1.7204157746040774,,0.39965000000000006,1.4836279679198285,,,
eval_v2,eval_v2,17,0.4048,0.5791999999999999,0.18918407349203073,0.9999999999999999,diag_heldout,1.0,200,0,200,1.0,1.6878359351825358,1.6878359351825358,,0.42080000000000006,1.4986518616905051,,,
eval_v2,eval_v2,18,0.4286,0.6017,0.2412880602215409,1.0000000000000002,diag_heldout,1.0,200,0,200,1.0,1.5987570284839037,1.5987570284839037,,0.3983,1.3574689682623629,,,
eval_v2,eval_v2,19,0.4524,0.5897,0.2092821768963756,1.0000000000000002,diag_heldout,0.995,199,0,200,0.995,1.320131703538778,1.320131703538778,,0.4053,1.1108495266424026,,,
eval_v2,eval_v2,20,0.4762,0.5947500000000001,0.23025524272608444,1.0,diag_heldout,0.995,199,0,200,0.995,1.3287422735438152,1.3287422735438152,,0.4002499999999999,1.0984870308177308,,,
eval_v2,eval_v2,21,0.5,0.58565,0.18575938870868758,1.0000000000000002,diag_heldout,0.99,198,0,200,0.99,1.248552280163113,1.248552280163113,,0.40435,1.0627928914544253,,,
eval_v2,eval_v2,22,0.5238,0.5791000000000001,0.20329953271234397,1.0000000000000002,diag_heldout,0.99,198,0,200,0.99,1.3156690804813278,1.3156690804813278,,0.41089999999999993,1.112369547768984,,,
eval_v2,eval_v2,23,0.5476,0.57405,0.17958792847615385,1.0,diag_heldout,0.99,198,0,200,0.99,1.2661870178454264,1.2661870178454264,,0.41595000000000004,1.0865990893692725,,,
eval_v2,eval_v2,24,0.5714,0.5803499999999999,0.16965261447941743,1.0,diag_heldout,0.975,195,0,200,0.975,1.2328932813478655,1.2328932813478655,,0.39465000000000006,1.063240666868448,,,
eval_v2,eval_v2,25,0.5952,0.604,0.23209124122785138,1.0000000000000002,diag_heldout,0.97,194,0,200,0.97,1.1559704812539757,1.1559704812539757,,0.366,0.9238792400261243,,,
eval_v2,eval_v2,26,0.619,0.5902000000000001,0.1996131043861014,1.0000000000000002,diag_heldout,0.97,194,0,200,0.97,1.1694784730037642,1.1694784730037642,,0.3797999999999999,0.9698653686176628,,,
eval_v2,eval_v2,27,0.6429,0.57445,0.1523565804896261,1.0000000000000002,diag_heldout,0.985,197,0,200,0.985,1.2778439410317344,1.2778439410317344,,0.41054999999999997,1.1254873605421083,,,
eval_v2,eval_v2,28,0.6667,0.5931000000000001,0.2108105623569163,0.9999999999999998,diag_heldout,0.98,196,0,200,0.98,1.2669154429818967,1.2669154429818967,,0.3868999999999999,1.0561048806249804,,,
eval_v2,eval_v2,29,0.6905,0.59055,0.1958044429698611,1.0,diag_heldout,0.97,194,0,200,0.97,1.218650464343432,1.218650464343432,,0.37944999999999995,1.0228460213735708,,,
eval_v2,eval_v2,30,0.7143,0.6264000000000001,0.2960548804689158,1.0,diag_heldout,0.965,193,0,200,0.965,1.240376094084234,1.240376094084234,,0.3385999999999999,0.9443212136153183,,,
eval_v2,eval_v2,31,0.7381,0.58165,0.19896761449544226,1.0,diag_heldout,0.975,195,0,200,0.975,1.2168766041145036,1.2168766041145036,,0.39335,1.0179089896190614,,,
eval_v2,eval_v2,32,0.7619,0.59185,0.203319956376728,1.0,diag_heldout,0.985,197,0,200,0.985,1.2142788356422154,1.2142788356422154,,0.39315,1.0109588792654873,,,
eval_v2,eval_v2,33,0.7857,0.5996000000000001,0.2126223030123223,1.0,diag_heldout,0.98,196,0,200,0.98,1.1914095264922004,1.1914095264922004,,0.38039999999999985,0.9787872234798781,,,
eval_v2,eval_v2,34,0.8095,0.61675,0.2643287492835735,1.0,diag_heldout,0.98,196,0,200,0.98,1.1977061876836967,1.1977061876836967,,0.36324999999999996,0.9333774384001232,,,
eval_v2,eval_v2,35,0.8333,0.6044,0.24137105335668205,1.0000000000000002,diag_heldout,0.98,196,0,200,0.98,1.2142475252094358,1.2142475252094358,,0.37559999999999993,0.9728764718527537,,,
eval_v2,eval_v2,36,0.8571,0.5908499999999999,0.20364435166686654,0.9999999999999998,diag_heldout,0.975,195,0,200,0.975,1.1806517494807953,1.1806517494807953,,0.3841500000000001,0.9770073978139288,,,
eval_v2,eval_v2,37,0.881,0.60335,0.21858555633223714,1.0,diag_heldout,0.975,195,0,200,0.975,1.1689238796269785,1.1689238796269785,,0.3716499999999999,0.9503383232947413,,,
eval_v2,eval_v2,38,0.9048,0.6078500000000001,0.2349860380694193,0.9999999999999999,diag_heldout,0.985,197,0,200,0.985,1.213433637390032,1.213433637390032,,0.3771499999999999,0.9784475993206128,,,
eval_v2,eval_v2,39,0.9286,0.61825,0.24464412969918925,1.0,diag_heldout,0.985,197,0,200,0.985,1.2506743603639099,1.2506743603639099,,0.36675,1.0060302306647206,,,
eval_v2,eval_v2,40,0.9524,0.6143,0.2564375629287022,0.9999999999999999,diag_heldout,0.985,197,0,200,0.985,1.2749799862977285,1.2749799862977285,,0.37070000000000003,1.0185424233690263,,,
eval_v2,eval_v2,41,0.9762,0.58685,0.1921500087266081,1.0,diag_heldout,0.99,198,0,200,0.99,1.35962512714908,1.35962512714908,,0.40315,1.1674751184224719,,,
eval_v2,eval_v2,42,1.0,0.5938000000000001,0.18270808731205843,1.0000000000000002,diag_heldout,0.99,198,0,200,0.99,1.347066564310292,1.347066564310292,,0.3961999999999999,1.1643584769982336,,,
eval_v2,harm_v2,0,0.0,0.5,nan,0.0,offdiag_pooled,0.5,0,1000,1000,0.5,nan,nan,0.6,0.0,nan,,,
eval_v2,harm_v2,1,0.0238,0.5818999999999999,0.18555772000237297,-0.18255896876096964,offdiag_pooled,0.388,388,0,1000,0.612,-0.178200564462205,0.178200564462205,0.65,0.030100000000000127,-0.00735715554016797,,,
eval_v2,harm_v2,2,0.0476,0.5733499999999999,0.181802762876968,-0.1498428260309579,offdiag_pooled,0.431,431,0,1000,0.569,-0.25610628278105124,0.25610628278105124,0.6,-0.004349999999999965,0.07430351990408324,,,
eval_v2,harm_v2,3,0.0714,0.5894999999999999,0.2323942817896114,-0.12704857323882804,offdiag_pooled,0.436,436,0,1000,0.5640000000000001,-0.22512220736343333,0.22512220736343333,0.6,-0.025499999999999856,-0.007272074426178082,,,
eval_v2,harm_v2,4,0.0952,0.5772,0.18892666507759806,-0.053777246073224594,offdiag_pooled,0.469,469,0,1000,0.531,-0.12997326640904008,0.12997326640904008,0.6,-0.04620000000000002,-0.05895339866855798,,,
eval_v2,harm_v2,5,0.119,0.573,0.19051108253969742,-0.08791558760296166,offdiag_pooled,0.426,426,0,1000,0.5740000000000001,-0.21312271772202204,0.21312271772202204,0.65,0.001000000000000112,0.02261163518232462,,,
eval_v2,harm_v2,6,0.1429,0.5924999999999999,0.19396367066072212,-0.053225438999816146,offdiag_pooled,0.402,402,0,1000,0.598,-0.1383957854253626,0.1383957854253626,0.65,0.00550000000000006,-0.05556788523535952,,,
eval_v2,harm_v2,7,0.1667,0.5784499999999999,0.18033859541311548,-0.01211567186503635,offdiag_pooled,0.423,423,0,1000,0.577,-0.06935681671971901,0.06935681671971901,0.65,-0.0014499999999999513,-0.11098177869339647,,,
eval_v2,harm_v2,8,0.1905,0.57345,0.15870516814024463,-0.007581136252628372,offdiag_pooled,0.441,441,0,1000,0.5589999999999999,-0.035909352411384377,0.035909352411384377,0.6,-0.014450000000000074,-0.12279581572886025,,,
eval_v2,harm_v2,9,0.2143,0.5664499999999999,0.14567050605599186,-0.030265981085325622,offdiag_pooled,0.476,476,0,1000,0.524,-0.06206721988531743,0.06206721988531743,0.6,-0.04244999999999988,-0.08360328617067442,,,
eval_v2,harm_v2,10,0.2381,0.5800000000000001,0.21171948752519615,-0.056779982316264827,offdiag_pooled,0.509,509,0,1000,0.509,-0.16152117784474007,0.16152117784474007,0.6,-0.07100000000000006,-0.05019830968045608,,,
eval_v2,harm_v2,11,0.2619,0.59945,0.2532360193807274,-0.055086931217695555,offdiag_pooled,0.46,460,0,1000,0.54,-0.1817321498181905,0.1817321498181905,0.6,-0.05945,-0.07150386956253688,,,
eval_v2,harm_v2,12,0.2857,0.6039999999999999,0.27108988827978764,-0.021333651962574085,offdiag_pooled,0.516,516,0,1000,0.516,-0.052715992073185496,0.052715992073185496,0.6,-0.08799999999999986,-0.21837389620660214,,,
eval_v2,harm_v2,13,0.3095,0.5871,0.21927641301520007,0.0012597908158158973,offdiag_pooled,0.514,514,0,1000,0.514,0.04046854271116758,0.04046854271116758,0.6,-0.07309999999999994,-0.1788078703040325,,,
eval_v2,harm_v2,14,0.3333,0.61085,0.28430677802244336,-0.036795711029929,offdiag_pooled,0.367,367,0,1000,0.633,-0.2561279923213352,0.2561279923213352,0.7,0.022150000000000003,-0.028178785701108156,,,
eval_v2,harm_v2,15,0.3571,0.6448,0.3937630215746745,-0.03501214459999087,offdiag_pooled,0.392,392,0,1000,0.608,-0.26711102343574916,0.26711102343574916,0.65,-0.036800000000000055,-0.12665199813892536,,,
eval_v2,harm_v2,16,0.381,0.6493,0.3633152721960354,-0.06995584386142566,offdiag_pooled,0.262,262,0,1000,0.738,-0.5176669553826285,0.5176669553826285,,0.0887,0.15435168318659315,,,
eval_v2,harm_v2,17,0.4048,0.6333500000000001,0.3764177056751704,-0.08010494498239284,offdiag_pooled,0.287,287,0,1000,0.7130000000000001,-0.5383425330076581,0.5383425330076581,0.75,0.07965,0.1619248273324877,,,
eval_v2,harm_v2,18,0.4286,0.6314,0.330640852401237,-0.018129126008577367,offdiag_pooled,0.417,417,0,1000,0.583,-0.12533257287291577,0.12533257287291577,0.65,-0.0484,-0.2053082795283212,,,
