axis_a,axis_b,layer,depth,cos,reliability_a,reliability_b,cos_disattenuated
story_v2_1k,harm_v2,13,0.3095,0.09274995615450085,0.9973276035873256,0.9898497206928295,0.09334910551703844
story_v2_1k,harm_v2,14,0.3333,0.09770810009417445,0.997637955708908,0.9931984582927545,0.09815808305170515
story_v2_1k,harm_v2,15,0.3571,0.09760770552076176,0.9976333024992442,0.9930615236947167,0.09806421520903404
story_v2_1k,harm_v2,16,0.381,0.07469065668756805,0.9977633657473884,0.9941343887428892,0.07499459294673301
story_v2_1k,harm_v2,17,0.4048,0.08086487814266942,0.9976494477281705,0.99401460174449,0.08120346685384801
story_v2_1k,harm_v2,18,0.4286,0.10465264516651464,0.9982839759813079,0.9926480584286335,0.10512972082584525
story_v2_1k,harm_v2,19,0.4524,0.09370658245872483,0.9985558925854735,0.9922842579752864,0.09413819327478469
story_v2_1k,harm_v2,20,0.4762,0.06842797295768577,0.998852856298771,0.9923648900278251,0.06873013894957064
story_v2_1k,harm_v2,21,0.5,0.04194506582762352,0.9988903961925217,0.9919111661420866,0.04213913067007282
story_v2_1k,harm_v2,22,0.5238,-0.00292343680441671,0.9988315071069139,0.993048819352384,-0.0029353662318602034
story_v2_1k,harm_v2,23,0.5476,0.027126309103174023,0.99883135977672,0.99256289860284,0.027243669484713264
story_v2_1k,harm_v2,24,0.5714,0.027870892427145143,0.9984747732758825,0.9936373224155062,0.027981331633177377
story_v2_1k,harm_v2,25,0.5952,0.019692624802492478,0.998345381296819,0.9938618402055307,0.01976970514010711
story_v2_1k,harm_v2,26,0.619,0.009203394365810406,0.9981514258963189,0.9938871915067716,0.009240197827478777
story_v2_1k,harm_v2,27,0.6429,0.01744051897171712,0.9977942037975651,0.9941919529644323,0.017510711537465893
story_v2_1k,harm_v2,28,0.6667,0.02448634877071233,0.9978832914408075,0.9938043206686497,0.024588595092377423
story_v2_1k,harm_v2,29,0.6905,0.011362681109277916,0.9977553982829926,0.9938650748610776,0.011410510124849461
story_v2_1k,harm_v2,30,0.7143,0.02509303072453402,0.9975803601861333,0.993784498908496,0.025201887235453056
story_v2_1k,harm_v2,31,0.7381,0.025433648516285767,0.9975440547155171,0.9941791463256953,0.025539376957372316
story_v2_1k,harm_v2,32,0.7619,0.03264349146429694,0.9975536651713808,0.9939419781989101,0.03278294407022822
story_v2_1k,harm_v2,33,0.7857,0.023391731715873578,0.9975096438510886,0.9941808922496468,0.023489356365483122
story_v2_1k,harm_v2,34,0.8095,0.016511368672121746,0.9973242204059783,0.9942360693671916,0.016581359456772797
story_v2_1k,harm_v2,35,0.8333,0.016695085519081547,0.9971296982442412,0.9942846645135732,0.01676708059256753
story_v2_1k,harm_v2,36,0.8571,0.019618236816489262,0.9969458288500812,0.9942117425004543,0.019705377006133735
story_v2_1k,harm_v2,37,0.881,0.032167009770777924,0.9967185507928357,0.9941282255198907,0.032314929889538754
story_v2_1k,harm_v2,38,0.9048,0.030720380201874356,0.9966633652338546,0.9940280413508534,0.030864057602455877
story_v2_1k,harm_v2,39,0.9286,0.04167826344091096,0.996607900979395,0.9938140202743313,0.04187886402839164
story_v2_1k,harm_v2,40,0.9524,0.05607269850344916,0.9963385158767322,0.9931627301554744,0.05636867034330647
story_v2_1k,harm_v2,41,0.9762,0.1092909914252908,0.9964049510852548,0.9932159514878189,0.10986126218300406
story_v2_1k,harm_v2,42,1.0,0.03913299222744158,0.9960175140412143,0.992379694225661,0.03936140883425284
story_v2_1k,eval_v2,0,0.0,0.0,nan,nan,nan
story_v2_1k,eval_v2,1,0.0238,-0.5924307295549186,0.9939620395405789,0.9843584023335722,-0.598929978810942
